场景名称,节点名称,答案
工伤保险待遇变更,发放方式,工伤保险待遇变更后待遇发放方式：通过银行代发至参保人员银行账户或社保卡。
工伤保险待遇变更,申请材料,工伤保险待遇变更申请材料：《江苏省工伤保险待遇申领表》。
工伤保险待遇变更,办理时间,工伤保险待遇变更的办理时间：工作日均可办理。
工伤保险待遇变更,办理对象,工伤保险待遇变更的办理对象：职工本人或近亲属、单位社保经办人员办理。
工伤保险待遇变更,办理条件,工伤保险待遇变更的办理条件：①职工工伤复发，因伤情变化复查经劳动能力鉴定委员会鉴定伤残等级改变的；②工伤职工的工伤保险待遇应按照新的伤残等级享受的。
工伤保险待遇变更,办理方式,请问您工伤保险缴纳地属于省本级、南京市、无锡市、徐州市、常州市、苏州市、南通市、连云港市、淮安市、盐城市、扬州市、镇江市、泰州市还是宿迁市？
工伤保险待遇恢复,办理对象,工伤保险待遇恢复的办理对象：职工本人或近亲属、单位社保经办人员办理。
工伤保险待遇恢复,办理方式,请问您工伤保险缴纳地属于省本级、南京市、无锡市、徐州市、常州市、苏州市、南通市、连云港市、淮安市、盐城市、扬州市、镇江市、泰州市还是宿迁市？
工伤保险待遇恢复,1+13对应地市办理方式,"[answer]
execut:city=省级 THEN answer="" 省本级工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。省本级地址：南京市鼓楼区龙园中路碧树园86号，咨询电话：025-83271752。""
execut:city=南京 THEN answer="" 南京市工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。南京市地址：南京市水西门大街61号，咨询电话：025-86590971。""
execut:city=无锡 THEN answer="" 无锡市工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。无锡市地址：无锡市广瑞路2号，咨询电话：0510-82411339。""
execut:city=徐州 THEN answer="" 徐州市工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。徐州市地址：徐州市食品城人力资源服务中心，咨询电话：0516-83870585。""
execut:city=常州 THEN answer="" 常州市工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。常州市地址：常州市局前街176号A座，咨询电话：0519-86622690。""
execut:city=苏州 THEN answer=""苏州市工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。苏州市地址：苏州市十梓街548号，咨询电话：0512-69820453。""
execut:city=南通 THEN answer="" 南通市工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。南通市地址：南通市工农南路150号政务中心，咨询电话：0513-59000196。""
execut:city=连云港 THEN answer="" 连云港市工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。连云港市地址：连云港市海州区朝阳东路22号，咨询电话：0518-85682521。""
execut:city=淮安 THEN answer="" 淮安市工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。淮安市地址：淮安市翔宇中道150号，咨询电话：0517-83319007。""
execut:city=盐城 THEN answer="" 盐城市工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。盐城市地址：盐城市世纪大道19号，咨询电话：0515-88315426。""
execut:city=扬州 THEN answer="" 扬州市工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。扬州市地址：扬州市文昌东路9号市民中心1号楼，咨询电话：0514-80978610。""
execut:city=镇江 THEN answer="" 镇江市工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。镇江市地址：镇江市运河路100号，咨询电话：0511-85340789。""
execut:city=泰州 THEN answer="" 泰州市工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。泰州市地址：泰州市南园新村33号，咨询电话：0523-86606515。""
execut:city=宿迁 THEN answer=""宿迁市工伤保险待遇恢复的办理方式：可在社会保险关系所在地社会保险经办机构窗口办理。宿迁市地址：宿迁市洪泽湖路891号便民方舟1号楼，咨询电话：0527-84359039。""
execut:!city THEN answer=""请问您想询问的是哪个地市的办理方式？"""
工伤保险待遇恢复,办理时间,工伤保险待遇恢复的办理时间：工作日均可办理。
工伤保险待遇恢复,办理条件,工伤保险待遇恢复的办理条件：工伤职工或工亡职工亲属经核实后发现仍然具备领取待遇资格。
工伤保险待遇恢复,所需材料,工伤保险待遇恢复所需材料：工伤保险待遇恢复申请表、失踪撤销材料、刑释材料。
工伤保险待遇恢复,办结时限,工伤保险待遇恢复的办结时限为：立等办结。
工伤劳动能力复查鉴定,工伤劳动能力复查鉴定的情形,工伤劳动能力复查鉴定的情形:自劳动能力鉴定结论作出之日起1年后，工伤职工、用人单位或者社会保险经办机构认为伤残情况发生变化的。
工伤劳动能力复查鉴定,申请部门,工伤劳动能力复查鉴定的申请部门:可以向做出工伤初次鉴定的市劳动能力鉴定委员会申请劳动能力复查鉴定。
工伤劳动能力复查鉴定,申请材料,工伤劳动能力复查鉴定的申请材料：                （一）《工伤认定决定书》原件和复印件；（二）工伤职工或工亡职工供养亲属的居民身份证等有效身份证件原件和复印件；（三）有效的医学诊断证明、门诊病历、手术记录、出院小结、主要检查报告等材料的复印件，被诊断为职业病的，还需提供职业病诊断证明及诊断期间的医学检查资料复印件；（四）用人单位、工伤职工或工亡职工供养亲属的详细有效联系方式；（五）被鉴定人近亲属代为提出劳动能力鉴定申请的，应提交其居民身份证等有效身份证件原件和复印件及与被鉴定人的关系证明或授权委托书；（六）既往劳动能力鉴定结论原件及复印件。（七）工伤保险关系续存证明（八）其他必需的材料
工伤劳动能力复查鉴定,申请条件,请问您要咨询的是允许受理条件还是不予受理条件？
工伤劳动能力复查鉴定,允许受理条件,自劳动功能障碍程度和生活自理障碍鉴定结论作出之日起一年后，在工伤保险关系续存期间，工伤职工或者其近亲属、用人单位或者社会保险经办机构认为伤残情况发生变化的，可以向作出初次劳动能力鉴定结论的劳动能力鉴定委员会申请劳动能力复查鉴定。
工伤劳动能力复查鉴定,不予受理条件,工伤职工领取一次性工伤医疗补助金和一次性伤残就业补助金后，工伤保险关系终止，劳动能力鉴定委员会不再受理其本次伤残的劳动能力复查鉴定申请。
工伤医疗（康复、住院伙食补助）费用申请,发放方式,工伤医疗住院伙食补助费的发放方式：与一次性伤残补助金一起发放，通过银行代发至参保人员银行账户或社保卡。
工伤医疗（康复、住院伙食补助）费用申请,申请条件,请问您咨询的是工伤医疗费用的申领条件、工伤康复的申领条件还是工伤住院伙食补助费用的申领条件？
工伤医疗（康复、住院伙食补助）费用申请,办理方式,请问您工伤保险缴纳地属于省本级、南京市、无锡市、徐州市、常州市、苏州市、南通市、连云港市、淮安市、盐城市、扬州市、镇江市、泰州市还是宿迁市？
工伤医疗（康复、住院伙食补助）费用申请,办理时间,工伤医疗住院伙食费申请的办理时间：正常工作日均可办理。
工伤医疗（康复、住院伙食补助）费用申请,办理对象,工伤医疗（康复、住院伙食补助）的办理对象：职工本人或近亲属、单位社保经办人员办理。
工伤医疗（康复、住院伙食补助）费用申请,发放时限,工伤医疗住院伙食费申请后的发放时限：30个工作日。
工伤医疗（康复、住院伙食补助）费用申请,工伤医疗康复定点医院查询方式,请问您工伤保险缴纳地属于省本级、南京市、无锡市、徐州市、常州市、苏州市、南通市、连云港市、淮安市、盐城市、扬州市、镇江市、泰州市还是宿迁市？
工伤医疗（康复、住院伙食补助）费用申请,工伤医疗住院伙食补助费的标准,工伤医疗住院伙食补助费的标准：20元/天。
工伤医疗（康复、住院伙食补助）费用申请,所需材料,请问您咨询的是工伤医疗费用申领所需材料、工伤康复费用申领所需材料、还是工伤住院伙食补助费用申领所需材料？
工伤医疗（康复、住院伙食补助）费用申请,工伤康复费用的申领条件,工伤康复费用的申领条件：①参保职工被人社行政部门认定为工伤；②工伤职工经劳动能力鉴定委员会确认需要工伤康复；③实际产生康复费用
工伤医疗（康复、住院伙食补助）费用申请,工伤医疗费用的申领条件,工伤医疗费用的申领条件：①参保职工被人社行政部门认定为工伤；②实际产生医疗费用。
工伤医疗（康复、住院伙食补助）费用申请,工伤住院伙食补助费用的申领条件,工伤住院伙食补助费用的申领条件： ①参保职工被人社行政部门认定为工伤或经劳动能力鉴定委员会确认需要工伤康复；②实际住院治疗。
工伤医疗（康复、住院伙食补助）费用申请,工伤康复费用申领所需材料,工伤康复费用申领所需材料:1、工伤职工的医疗（康复）票据、病历、清单、处方及检查报告；                                     2、《江苏省工伤保险待遇申领表》。
工伤医疗（康复、住院伙食补助）费用申请,住院伙食补助费用申领所需材料,工伤住院伙食补助费用申领所需材料:1、工伤职工住院医疗（康复）票据、病历、清单、处方及检查报告；                                     2、《江苏省工伤保险待遇申领表》。
工伤医疗（康复、住院伙食补助）费用申请,工伤医疗费用申领所需材料,工伤医疗费用申领所需材料：1、《江苏省工伤保险待遇申领表》；2、工伤职工的医疗票据、病历、清单、处方及检查报告；3、事故民事赔偿调解书或事故赔偿明细（受到交通事故或者城市轨道交通、客运轮渡、火车事故伤害被认定为工伤，涉及第三方责任的，须提供）。
工伤医疗（康复、住院伙食补助）费用申请,1+13对应地市办理方式,"[answer]
execut:city=省级 THEN answer="" 省本级申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。省本级地址：南京市鼓楼区龙园中路碧树园86号，咨询电话：025-83271752。""
execut:city=南京 THEN answer="" 南京市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。南京市地址：南京市水西门大街61号，咨询电话：025-86590971。""
execut:city=无锡 THEN answer="" 无锡市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。无锡市地址：无锡市广瑞路2号，咨询电话：0510-82411339。""
execut:city=徐州 THEN answer="" 徐州市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。徐州市地址：徐州市食品城人力资源服务中心，咨询电话：0516-83870585。""
execut:city=常州 THEN answer="" 常州市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。常州市地址：常州市局前街176号A座，咨询电话：0519-86622690。""
execut:city=苏州 THEN answer="" 苏州市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。苏州市地址：苏州市十梓街548号，咨询电话：0512-69820453。""
execut:city=南通 THEN answer="" 南通市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。南通市地址：南通市工农南路150号政务中心，咨询电话：0513-59000196。""
execut:city=连云港 THEN answer="" 连云港市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。连云港市地址：连云港市海州区朝阳东路22号，咨询电话：0518-85682521。""
execut:city=淮安 THEN answer="" 淮安市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。淮安市地址：淮安市翔宇中道150号，咨询电话：0517-83319007。""
execut:city=盐城 THEN answer="" 盐城市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。盐城市地址：盐城市世纪大道19号，咨询电话：0515-88315426。""
execut:city=扬州 THEN answer="" 扬州市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。扬州市地址：扬州市文昌东路9号市民中心1号楼，咨询电话：0514-80978610。""
execut:city=镇江 THEN answer="" 镇江市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。镇江市地址：镇江市运河路100号，咨询电话：0511-85340789。""
execut:city=泰州 THEN answer="" 泰州市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。泰州市地址：泰州市南园新村33号，咨询电话：0523-86606515。""
execut:city=宿迁 THEN answer="" 宿迁市申领工伤医疗（康复、住院伙食补助）费用的办理方式：1、用人单位可以通过“江苏人社一体化服务平台”网上办理。2、可在社会保险关系所在地社会保险经办机构窗口办理。宿迁市地址：宿迁市洪泽湖路891号便民方舟1号楼，咨询电话：0527-84359039。""
execut:!city THEN answer=""请问您想询问的是哪个地市的办理方式？"""
工伤医疗（康复、住院伙食补助）费用申请,1+13对应地市查询方式,"[answer]
execut:city=省级 THEN answer="" 省本级工伤医疗康复定点医院查询方式：可在社会保险关系所在地社会保险经办机构窗口查询。省本级地址：南京市鼓楼区龙园中路碧树园86号，咨询电话：025-83271752。""
execut:city=南京 THEN answer="" 南京市工伤医疗康复定点医院查询方式：可在社会保险关系所在地社会保险经办机构窗口查询。南京市地址：南京市水西门大街61号，咨询电话：025-86590971。""
execut:city=无锡 THEN answer="" 无锡市工伤医疗康复定点医院查询方式：可在社会保险关系所在地社会保险经办机构窗口查询。无锡市地址：无锡市广瑞路2号，咨询电话：0510-82411339。""
execut:city=徐州 THEN answer="" 徐州市工伤医疗康复定点医院查询方式：可在社会保险关系所在地社会保险经办机构窗口查询。徐州市地址：徐州市食品城人力资源服务中心，咨询电话：0516-83870585。""
execut:city=常州 THEN answer="" 常州市工伤医疗康复定点医院查询方式：可在社会保险关系所在地社会保险经办机构窗口查询。常州市地址：常州市局前街176号A座，咨询电话：0519-86622690。""
execut:city=苏州 THEN answer="" 苏州市工伤医疗康复定点医院查询方式：可在社会保险关系所在地社会保险经办机构窗口查询。苏州市地址：苏州市十梓街548号，咨询电话：0512-69820453。""
execut:city=南通 THEN answer="" 南通市工伤医疗康复定点医院查询方式：可在社会保险关系所在地社会保险经办机构窗口查询。南通市地址：南通市工农南路150号政务中心，咨询电话：0513-59000196。""
execut:city=连云港 THEN answer="" 连云港市工伤医疗康复定点医院查询方式：可在社会保险关系所在地社会保险经办机构窗口查询。连云港市地址：连云港市海州区朝阳东路22号，咨询电话：0518-85682521。""
execut:city=淮安 THEN answer="" 淮安市工伤医疗康复定点医院查询方式：可在社会保险关系所在地社会保险经办机构窗口查询。淮安市地址：淮安市翔宇中道150号，咨询电话：0517-83319007。""
execut:city=盐城 THEN answer="" 盐城市工伤医疗康复定点医院查询方式：可在社会保险关系所在地社会保险经办机构窗口查询。盐城市地址：盐城市世纪大道19号，咨询电话：0515-88315426。""
execut:city=扬州 THEN answer="" 扬州市工伤医疗康复定点医院查询方式：可在社会保险关系所在地社会保险经办机构窗口查询。扬州市地址：扬州市文昌东路9号市民中心1号楼，咨询电话：0514-80978610。""
execut:city=镇江 THEN answer="" 镇江市工伤医疗康复定点医院查询方式：可在社会保险关系所在地社会保险经办机构窗口查询。镇江市地址：镇江市运河路100号，咨询电话：0511-85340789。""
execut:city=泰州 THEN answer="" 泰州市工伤医疗康复定点医院查询方式：可在社会保险关系所在地社会保险经办机构窗口查询。泰州市地址：泰州市南园新村33号，咨询电话：0523-86606515。""
execut:city=宿迁 THEN answer="" 宿迁市工伤医疗康复定点医院查询方式：可在社会保险关系所在地社会保险经办机构窗口查询。宿迁市地址：宿迁市洪泽湖路891号便民方舟1号楼，咨询电话：0527-84359039。""
execut:!city THEN answer=""请问您想询问的是哪个地市的查询方式？"""
工伤康复,工伤康复期的待遇,工伤康复期的待遇：工伤职工康复期间享受的住院伙食补贴、到统筹地区以外康复所需的交通食宿费和停工留薪期各项待遇，参保的由工伤保险基金和用人单位按照规定的项目和标准支付，未参保或者中断缴费期间的由用人单位支付。
工伤康复,工伤康复的办理流程,工伤康复的办理流程：对确认具有康复价值的工伤职工，社会保险行政部门或者劳动能力鉴定委员会应当出具《工伤康复确认通知书》，分别送达工伤职工和用人单位，同时抄送社会保险经办机构。工伤职工持《工伤康复确认通知书》至签订服务协议的工伤康复医疗机构办理相关手续，接受康复治疗。
工伤康复,工伤康复费用的支付,请问您要咨询的是基金支付的条件还是基金不予支付的情形？
工伤康复,应当接受工伤康复的情形,工伤职工符合下列情形之一的，应当接受工伤康复：（一）工伤保险协议医疗机构在工伤职工临床抢救治疗伤情稳定后，确认其具有康复价值的；（二）社会保险行政部门在工伤认定过程中确认具有康复价值的；（三）劳动能力鉴定委员会鉴定过程中确认具有康复价值的；（四）工伤职工及其近亲属申请，经确认具有康复价值的。
工伤康复,基金支付的条件,工伤职工参加工伤保险的，其工伤康复费用由社会保险经办机构按照国家和省相关规定与工伤康复协议医疗机构联网直接结算。
工伤康复,基金不予支付的情形,有下列情形之一的，相关费用社会保险经办机构不予支付：                                    （一）工伤职工要求提供超出工伤康复方案之外的康复费用；                                  （二）工伤康复治疗期满拒不出院发生的费用。有下列情形之一的，相关费用由工伤康复协议医疗机构承担：                                  （一）超项目、超标准收取的工伤康复费用；                   （二）工伤康复完成后，未及时通知工伤职工办理出院手续发生的工伤康复费用；                                                （三）其他违规发生的费用。
工伤认定,工伤认定的申请渠道,工伤认定的申请渠道：职工发生事故伤害或者被诊断、鉴定为职业病，所在单位、受伤害职工或者其近亲属、工会组织可以在法定时限内至用人单位所在地统筹地区人社行政部门指定的经办服务大厅去办理工伤认定申请。用人单位参加工伤保险的，可以在网上按要求提交工伤认定申请。
工伤认定,工伤认定的申请流程,工伤认定的申请流程：职工发生事故伤害或者按照职业病防治法规定被诊断、鉴定为职业病，所在单位应当自事故伤害发生之日或者被诊断、鉴定为职业病之日起30日内，向统筹地区社会保险行政部门提出工伤认定申请。遇有特殊情况，经报社会保险行政部门同意，申请时限可以适当延长。用人单位未按规定提出工伤认定申请的，工伤职工或者其近亲属、工会组织在事故伤害发生之日或者被诊断、鉴定为职业病之日起1年内，可以直接向用人单位所在地统筹地区社会保险行政部门提出工伤认定申请。
工伤认定,工伤认定的申请部门,工伤认定的申请部门：工伤认定实行属地管理原则。各设区市社会保险行政部门负责驻地的部、省属单位和市直机关、事业单位的工伤认定。各县（市、区）社会保险行政部门负责本辖区内各类单位的工伤认定。
工伤认定,认定工伤的情形,职工有下列情形之一的，应当认定为工伤：（1）在工作时间和工作场所内，因工作原因受到事故伤害的；（2）工作时间前后在工作场所内，从事与工作有关的预备性或者收尾性工作受到事故伤害的；（3）在工作时间和工作场所内，因履行工作职责受到暴力等意外伤害的；（4）患职业病的；（5）因工外出期间，由于工作原因受到伤害或者发生事故下落不明的；（6）在上下班途中，受到非本人主要责任的交通事故或者城市轨道交通、客运轮渡、火车事故伤害的；                                    （7）法律、行政法规规定应当认定为工伤的其他情形。
工伤认定,视同工伤的情形,职工有下列情形之一的，视同工伤：（1）在工作时间和工作岗位，突发疾病死亡或者在48小时之内经抢救无效死亡的；（2）在抢险救灾等维护国家利益、公共利益活动中受到伤害的；（3）职工原在军队服役，因战、因公负伤致残，已取得革命伤残军人证，到用人单位后旧伤复发的。
工伤认定,死亡,职工死亡的材料：1.申请人提出工伤认定申请时，应当提交受伤害职工的居民身份证。2.医疗机构出具的职工受伤害时初诊诊断证明书，或者依法承担职业病诊断的医疗机构出具的职业病诊断证明书（或者职业病诊断鉴定书）。3.职工受伤害或者诊断患职业病时与用人单位之间的劳动、聘用合同或者其他存在劳动、人事关系的证明。4.死亡证明。
工伤认定,暴力伤害,因履行工作职责受到暴力伤害的材料：1.申请人提出工伤认定申请时，应当提交受伤害职工的居民身份证。 2.医疗机构出具的职工受伤害时初诊诊断证明书，或者依法承担职业病诊断的医疗机构出具的职业病诊断证明书（或者职业病诊断鉴定书）。3.职工受伤害或者诊断患职业病时与用人单位之间的劳动、聘用合同或者其他存在劳动、人事关系的证明。4.公安机关的证明法律文书或人民法院的生效裁判文书。
工伤认定,交通,上下班途中，受到非本人主要责任的交通事故或者城市轨道交通、客运轮渡、火车事故伤害的材料：1.申请人提出工伤认定申请时，应当提交受伤害职工的居民身份证。 2.医疗机构出具的职工受伤害时初诊诊断证明书，或者依法承担职业病诊断的医疗机构出具的职业病诊断证明书（或者职业病诊断鉴定书）。3.职工受伤害或者诊断患职业病时与用人单位之间的劳动、聘用合同或者其他存在劳动、人事关系的证明。4.公安机关交通管理部门的事故认定书或者其他相关部门的证明。
工伤认定,外出伤害,因工外出期间，由于工作原因受到伤害的材料：1.申请人提出工伤认定申请时，应当提交受伤害职工的居民身份证。 2.医疗机构出具的职工受伤害时初诊诊断证明书，或者依法承担职业病诊断的医疗机构出具的职业病诊断证明书（或者职业病诊断鉴定书）。3.职工受伤害或者诊断患职业病时与用人单位之间的劳动、聘用合同或者其他存在劳动、人事关系的证明。4.公安部门证明或其他证明。
工伤认定,下落不明,因工外出期间，发生事故下落不明的，申请因工死亡的材料：1.申请人提出工伤认定申请时，应当提交受伤害职工的居民身份证。                2.医疗机构出具的职工受伤害时初诊诊断证明书，或者依法承担职业病诊断的医疗机构出具的职业病诊断证明书（或者职业病诊断鉴定书）。3.职工受伤害或者诊断患职业病时与用人单位之间的劳动、聘用合同或者其他存在劳动、人事关系的证明。4.人民法院宣告死亡的结论。
工伤认定,突发疾病,在工作时间和工作岗位，突发疾病死亡或者在48小时之内经抢救无效死亡的材料：1.申请人提出工伤认定申请时，应当提交受伤害职工的居民身份证。                       2.医疗机构出具的职工受伤害时初诊诊断证明书，或者依法承担职业病诊断的医疗机构出具的职业病诊断证明书（或者职业病诊断鉴定书）。3.职工受伤害或者诊断患职业病时与用人单位之间的劳动、聘用合同或者其他存在劳动、人事关系的证明。4.医疗机构的抢救证明和死亡证明。
工伤认定,抢灾救险,在抢险救灾等维护国家利益、公众利益活动中受到伤害的材料：1.申请人提出工伤认定申请时，应当提交受伤害职工的居民身份证。 2.医疗机构出具的职工受伤害时初诊诊断证明书，或者依法承担职业病诊断的医疗机构出具的职业病诊断证明书（或者职业病诊断鉴定书）。3.职工受伤害或者诊断患职业病时与用人单位之间的劳动、聘用合同或者其他存在劳动、人事关系的证明。4.民政部门或者其他相关部门的证明。
工伤认定,因公负伤,属于因战、因公负伤致残的转业、复员军人，旧伤复发的材料：1.申请人提出工伤认定申请时，应当提交受伤害职工的居民身份证。 2.医疗机构出具的职工受伤害时初诊诊断证明书，或者依法承担职业病诊断的医疗机构出具的职业病诊断证明书（或者职业病诊断鉴定书）。3.职工受伤害或者诊断患职业病时与用人单位之间的劳动、聘用合同或者其他存在劳动、人事关系的证明。4.伤残军人证及旧伤复发的诊断证明。
工伤认定,委托律师,申请人委托律师事务所办理工伤认定的材料：1.申请人提出工伤认定申请时，应当提交受伤害职工的居民身份证。 2.医疗机构出具的职工受伤害时初诊诊断证明书，或者依法承担职业病诊断的医疗机构出具的职业病诊断证明书（或者职业病诊断鉴定书）。3.职工受伤害或者诊断患职业病时与用人单位之间的劳动、聘用合同或者其他存在劳动、人事关系的证明。4.代理人应提交授权委托合同、律师事务所授权委托函及代理人律师执业资格证。
工伤认定,工伤认定的情形,请问您要咨询的是认定工伤的情形还是视同工伤的情形？
工伤认定,工伤认定的办理,请问您要咨询的是工伤认定的申请流程、申请渠道、申请部门还是申请材料？
工伤认定,工伤认定的申请材料,不同情形需要提供相对应的材料，职工死亡的、因履行工作职责受到暴力伤害的、上下班途中，受到非本人主要责任的交通事故或者城市轨道交通、客运轮渡、火车事故伤害的、因工外出期间，由于工作原因受到伤害的、因工外出期间，发生事故下落不明的，申请因工死亡的、在工作时间和工作岗位，突发疾病死亡或者在48小时之内经抢救无效死亡的、在抢险救灾等维护国家利益、公众利益活动中受到伤害的、属于因战、因公负伤致残的转业、复员军人，旧伤复发的和申请人委托律师事务所办理工伤认定的。请问您要咨询的是以上哪种情形？
工伤转诊转院申请确认,工伤转诊转院申请的办结时限,工伤转诊转院申请的办结时限：立等办结。
工伤转诊转院申请确认,工伤转诊转院申请的办理方式,请问您工伤保险缴纳地属于省本级、南京市、无锡市、徐州市、常州市、苏州市、南通市、连云港市、淮安市、盐城市、扬州市、镇江市、泰州市还是宿迁市？
工伤转诊转院申请确认,工伤诊转院申请的办理对象,工伤诊转院申请的办理对象：职工本人或近亲属、单位社保经办人员办理。
工伤转诊转院申请确认,工伤转诊转院的办理条件,工伤转诊转院的办理条件：①被人社行政部门认定为工伤的参保职工；②工伤职工因伤情需要到统筹地区以外就医。
工伤转诊转院申请确认,工伤转诊转院申请的办理时间,工伤转诊转院申请的办理时间：工作日均可办理。
工伤转诊转院申请确认,工伤转诊转院申请所需材料,工伤转诊转院申请所需材料：《江苏省工伤职工转诊转院申请表》。
